,imp_sumup,imp_sumup_norm
Entpd4,0.45855603,0.14517772
Rps28,0.16174056,0.05120667
Frmd4a,0.19053479,0.060322855
Topors,0.09845347,0.03117013
Sidt2,0.09966029,0.031552203
Pbx2,0.09872234,0.031255256
Rmnd5a,0.17788382,0.056317586
Dmwd,0.26171878,0.08285953
Tspyl5,0.07398101,0.023422208
Herc2,0.22561106,0.07142791
Atcay,0.19566877,0.06194826
Abl2,0.20075701,0.06355919
Celsr2,0.07386739,0.023386236
Hdac5,0.22532639,0.07133779
Ap3m1,0.13176697,0.04171711
Phyhipl,0.16731365,0.052971095
Nalcn,0.16117615,0.051027976
B4galt4,0.09136316,0.028925356
Fbxl5,0.22396202,0.070905834
Rnf34,0.1190763,0.037699264
Mib2,0.16633059,0.05265986
Cacng5,0.13235267,0.04190253
Hif1a,0.16376713,0.051848274
Ewsr1,0.10782689,0.03413773
Aqp4,0.34700963,0.1098624
S100b,0.26620534,0.08427996
Tspan5,0.22300182,0.070601836
Yipf4,0.21377155,0.06767956
Beta-s,1.8924272,0.59913784
Kansl1,0.13520935,0.042806953
Grip2,0.16741104,0.053001933
l7Rn6,0.108053885,0.034209598
Rcc2,0.105945036,0.033541944
Kctd6,0.07661856,0.024257252
Gpn1,0.08188973,0.02592609
Manbal,0.11132577,0.03524547
Kctd13,0.061281342,0.019401524
Brsk1,0.110297464,0.03491991
Gm5148,0.24109468,0.07632999
Mgat2,0.07880878,0.024950668
Mif4gd,0.076312594,0.024160383
Acad9,0.09387598,0.029720908
Mrps5,0.073787756,0.023361024
Scg3,0.18073459,0.05722013
Wbp4,0.18196936,0.05761106
Arl8b,0.18346049,0.058083143
Gpr37,0.0831264,0.026317617
Ift46,0.09162784,0.029009154
Cbln2,0.13073643,0.041390836
Zfp598,0.095704444,0.030299792
Dip2a,0.08374025,0.02651196
Kcnj16,0.1898936,0.060119856
Tor1aip2,0.16088359,0.050935354
Slc25a22,0.1471741,0.046594966
Cog6,0.094224885,0.02983137
Nagk,0.08099819,0.025643831
Rsbn1,0.07114111,0.022523103
Cnot4,0.17611071,0.055756226
Ndufa13,0.380477,0.120458096
Rc3h2,0.23393807,0.074064225
Sfmbt1,0.1395843,0.044192053
Snx14,0.1862785,0.058975324
Ndufs2,0.3018563,0.09556697
Gm13498,0.041383266,0.013101842
Ppp1r21,0.11150278,0.03530151
Wnt5a,0.100095406,0.031689964
Adcy6,0.0762197,0.024130972
Phyh,0.2587619,0.08192339
Uck1,0.107703105,0.03409854
Nsg2,0.531381,0.16823393
Atp5e,0.26986456,0.08543846
Wipf2,0.104472406,0.03307571
Btd,0.052430484,0.016599365
H3f3b,0.36250904,0.11476948
Tmem169,0.06571386,0.020804849
Patz1,0.09816498,0.031078795
Dand5,0.04438854,0.014053305
Ccnyl1,0.071182124,0.02253609
Psmb5,0.3306358,0.10467848
Spon1,0.24595587,0.07786903
Crkl,0.112483084,0.03561187
Elmod2,0.06695314,0.0211972
Snrnp27,0.12669593,0.040111627
Cables2,0.08784935,0.02781289
Dnaja2,0.2084801,0.0660043
Slc4a3,0.0954407,0.030216293
Baiap2,0.15867427,0.05023589
Eif4ebp3,0.08073913,0.025561813
Plcl2,0.080595575,0.025516363
Phf2,0.14013684,0.044366986
Myt1,0.06586221,0.020851815
Cfp,0.05492621,0.017389504
Rpl31,0.20587052,0.06517811
Cygb,0.103064865,0.032630086
Rpl29,0.18657932,0.059070557
Marcksl1,0.29145688,0.09227454
Poldip2,0.2216399,0.070170656
Xpo6,0.116755374,0.03696447
Snip1,0.06306432,0.01996601
Tet3,0.1110492,0.035157908
Ylpm1,0.28411627,0.08995052
Atrx,0.30528176,0.096651465
Vstm4,0.1046783,0.033140894
Prkcb,0.26222977,0.08302131
Mfsd8,0.06006893,0.019017678
Mkrn3,0.04753128,0.015048289
Chrm2,0.046982963,0.014874691
Hspa2,0.18225293,0.05770083
Sec61g,0.10914662,0.034555558
Sepw1,0.33466694,0.105954744
Dpp3,0.05129928,0.016241228
Serbp1,0.43002447,0.13614471
Vamp3,0.11656681,0.036904767
Synj2bp,0.15363424,0.048640225
Rbm8a,0.14377055,0.045517404
Sall2,0.1730075,0.05477376
Ppig,0.23775537,0.07527277
Strbp,0.2882055,0.09124517
Tuba1a,0.8592852,0.27204758
Vps4b,0.16228831,0.051380087
Zcrb1,0.08343734,0.02641606
Ryr2,0.18990964,0.06012493
Gnas,0.2510662,0.07948695
Lrpap1,0.13179645,0.041726433
Slmap,0.3151706,0.09978224
Reln,0.3511776,0.11118198
Vps29,0.19408093,0.061445557
Dlx6as1,0.37288943,0.11805588
Lancl2,0.19466631,0.061630882
Hspe1,0.19104142,0.06048325
Ppdpf,0.42664793,0.13507569
Rfk,0.25376174,0.080340356
Mob2,0.08471487,0.026820522
Pepd,0.09221857,0.029196175
Cacna1h,0.07319254,0.023172582
Epb4.1l1,0.22993173,0.07279582
Bcas1,0.123333946,0.039047226
Trps1,0.11449021,0.036247324
Mirg,0.097154,0.030758718
Gpbp1l1,0.16170385,0.051195044
Cops5,0.14810638,0.046890125
Zyx,0.36710817,0.116225556
Dcaf7,0.15922718,0.05041094
Phip,0.17795165,0.05633906
Aatk,0.17967379,0.056884285
Mtor,0.16907269,0.053528
Mcm5,0.03260861,0.010323807
Ddx5,0.2972814,0.09411858
Cep89,0.067070834,0.021234464
Tmem164,0.08588366,0.027190559
Rnaset2b,0.1049919,0.033240184
Bcat1,0.19888726,0.062967226
Fgf14,0.08831941,0.027961712
Rpl11,0.20646635,0.065366745
Slc25a3,0.3641513,0.11528941
Trnp1,0.24266122,0.076825954
Rcn2,0.20978709,0.06641808
Srsf5,0.27931657,0.088430956
Map3k5,0.04935409,0.015625386
Dtna,0.19149753,0.06062765
Dcun1d2,0.11940812,0.037804324
Scp2,0.20575951,0.06514297
Reep3,0.14906059,0.04719222
Lsm12,0.078689806,0.024913
Dnajc16,0.049716953,0.015740266
Trex1,0.06558208,0.020763129
Kars,0.13817722,0.043746572
Grik3,0.42379785,0.13417336
Cpsf4,0.07165366,0.022685373
Sec16a,0.13643837,0.043196056
Rhbdl1,0.07731422,0.024477495
Lrrc58,0.41675234,0.13194278
Metap2,0.21276893,0.06736213
2610203C20Rik,0.07005136,0.02217809
Arhgef7,0.2006867,0.06353692
Ppp1r11,0.12717846,0.040264394
Mplkip,0.06981476,0.022103183
Tulp3,0.09145364,0.028954003
5730409E04Rik,0.1043422,0.03303449
Mtus2,0.10558819,0.033428967
B3galt5,0.04402568,0.013938423
Tmem206,0.115508355,0.036569666
Wscd1,0.1435253,0.045439765
Cnp,0.2015429,0.063807994
Mapk14,0.11972789,0.03790556
BC002163,0.17408492,0.05511486
Arfgef1,0.39865062,0.12621182
Ubc,0.31877592,0.10092368
Rragd,0.21371105,0.0676604
Rp9,0.09678577,0.030642139
Mrps11,0.10859097,0.03437964
Asic2,0.07511138,0.023780081
Capns1,0.2099924,0.06648308
Rab34,0.11209757,0.03548982
Ipo8,0.09617586,0.030449042
Lrrc14,0.069902346,0.022130912
Rps20,0.2235203,0.07076599
Trib2,0.105826855,0.033504527
Strap,0.40800992,0.12917495
Morc2a,0.08526379,0.026994308
Ier3ip1,0.35053065,0.11097716
Rapgefl1,0.17117065,0.05419221
Safb2,0.15795237,0.050007336
Tmem87b,0.06212931,0.01966999
Sars,0.23221867,0.07351987
Slc22a8,0.0794938,0.025167545
Cenpc1,0.0793203,0.025112612
Rdh14,0.101789504,0.032226313
Slc1a2,0.767535,0.24299972
Grm5,0.13674246,0.043292332
Xrn2,0.19414917,0.061467152
Nfe2l2,0.21218808,0.06717823
Cmtm5,0.19363284,0.061303683
Hmgn3,0.21213749,0.067162216
Hdgf,0.16716959,0.052925486
Pdzd4,0.15889685,0.050306357
Cmas,0.1698645,0.05377869
Clptm1,0.18912272,0.059875797
Grsf1,0.15166643,0.048017222
Ldha,0.31966123,0.10120397
Fbxo21,0.12185006,0.038577434
Arf4,0.26510894,0.08393284
Itgbl1,0.04985501,0.015783975
Csnk2b,0.15929185,0.05043141
Dazap2,0.38229918,0.12103499
Dkk3,0.08969523,0.028397294
Atp2a2,0.36071876,0.11420268
Pa2g4,0.12495703,0.039561097
Mn1,0.054651313,0.017302472
Prkag1,0.09695809,0.030696698
Ccdc127,0.12344091,0.039081093
Klc2,0.24654707,0.0780562
Nubp2,0.072118655,0.022832591
Tro,0.1204116,0.03812202
Mrpl16,0.08062688,0.025526274
Ski,0.19024323,0.060230546
Zfp846,0.061497826,0.019470062
Cul3,0.15030806,0.047587164
Rap2b,0.11167146,0.035354916
Fgfr1,0.24609981,0.0779146
Necap2,0.096997485,0.030709168
Emc3,0.14925663,0.04725429
Cherp,0.16091357,0.050944846
Ulk2,0.19938223,0.063123934
Chic2,0.06821861,0.021597847
Cdkn1a,0.057408635,0.018175434
Zmym5,0.10298125,0.032603614
Sorbs2,0.15349844,0.048597235
Tnrc18,0.14078675,0.044572745
2500004C02Rik,0.016541727,0.0052370704
Mapk9,0.1480743,0.046879962
Prrc2c,0.26225916,0.08303062
Psme3,0.122803956,0.038879436
Kcnh5,0.04241745,0.013429263
Kcnq1ot1,0.11699023,0.03703882
Dctn2,0.2629396,0.08324604
Mrpl55,0.07447819,0.023579614
Rps19,0.18598332,0.058881864
Wdr1,0.35120186,0.111189656
Samd1,0.054160953,0.017147226
Sh3kbp1,0.10231027,0.032391183
Bccip,0.062023304,0.019636428
Lsm2,0.097599775,0.030899853
Syt1,0.37768352,0.11957369
Morc3,0.0920844,0.029153697
Cry1,0.105519526,0.033407226
Cdc42bpa,0.2897603,0.091737404
Gin1,0.04671342,0.014789355
Spef1,0.0504193,0.015962629
Rpl32,0.2397098,0.07589153
Tpm4,0.22225167,0.07036435
Phrf1,0.10992946,0.0348034
Thbd,0.10156553,0.032155402
Rfx3,0.13900472,0.044008557
Abat,0.24776998,0.07844337
Zfyve28,0.062034972,0.019640122
Myt1l,0.18754953,0.059377722
Dcp1b,0.0845953,0.026782667
Atp2b2,0.27471992,0.086975664
Por,0.15949294,0.050495077
2310044G17Rik,0.15212014,0.04816087
Rpl39,0.18991937,0.060128007
Phc2,0.124914296,0.039547563
Imp3,0.15247281,0.048272524
Gabpa,0.13294871,0.04209124
Msantd2,0.07617848,0.024117924
Snrpc,0.13169767,0.041695166
Eif1ax,0.1616989,0.05119348
Acsl4,0.18692896,0.059181258
Aip,0.10528336,0.033332456
Map2k1,0.28326535,0.089681126
Tpt1,0.36798605,0.11650349
Eif3m,0.16056725,0.050835207
Grhl1,0.055555657,0.017588785
Las1l,0.1005304,0.03182768
Igfbp2,0.34585416,0.10949659
Myl12b,0.3440157,0.10891453
Hmgb3,0.1131487,0.035822604
Mybbp1a,0.14237973,0.045077074
Caly,0.13641678,0.043189224
Tmem106b,0.24049549,0.076140285
Mdh1,0.35892525,0.113634855
Tiam2,0.41780505,0.13227606
Camk2n1,0.31065926,0.09835397
Mex3a,0.06243251,0.01976598
Ccdc173,0.06016964,0.019049563
Ube2f,0.07406975,0.023450304
Mllt3,0.18648528,0.05904079
Tubb2b,0.3216654,0.101838484
Pfn2,0.29838398,0.09446764
Ccdc177,0.030745227,0.009733864
Scyl1,0.08238337,0.026082376
Cct3,0.2872849,0.09095371
Jph4,0.08807931,0.027885696
Cenpb,0.14240643,0.045085534
Ppp2r3d,0.09426778,0.029844953
Naa50,0.23312996,0.07380839
Rfng,0.13313527,0.042150307
Rps21,0.29914287,0.094707906
Cdh20,0.09622112,0.030463371
Lztfl1,0.072942816,0.023093518
1110008J03Rik,0.059968382,0.018985843
Snx22,0.042480238,0.01344914
Hes6,0.050037175,0.015841648
Mapk8ip1,0.24026178,0.07606629
Usp14,0.12298004,0.03893518
Fbxo44,0.15385032,0.048708636
Tubb3,0.23854783,0.07552366
Hist1h2be,0.043349233,0.013724262
Cdc123,0.13657428,0.043239083
Ak1,0.17701516,0.056042567
Ddb1,0.36606312,0.1158947
Taok1,0.22748303,0.072020575
Ldoc1l,0.15244238,0.048262887
Rasgef1a,0.18581772,0.058829438
Ext2,0.096798435,0.030646147
Sez6,0.2545165,0.08057931
Asb13,0.11337422,0.035894003
Tomm22,0.1368939,0.043340273
Prkca,0.28634265,0.09065539
Spast,0.14526166,0.045989487
Sh2b1,0.26412487,0.08362129
Cdk17,0.23746288,0.07518017
Gm10012,0.24078654,0.076232426
Qk,0.5585428,0.17683329
Tab2,0.15386079,0.048711956
Ddx24,0.15380374,0.04869389
Zmynd11,0.22865404,0.07239132
Luc7l,0.07762217,0.02457499
Btbd10,0.113179065,0.03583222
Gstp2,0.13434902,0.04253457
Actn4,0.11171612,0.035369053
Prpf19,0.26159108,0.0828191
Zc3h7a,0.1221325,0.038666856
Grin2b,0.09560905,0.030269593
Tm2d2,0.20603378,0.065229796
Prkaa1,0.08552987,0.02707855
Chd6,0.25484604,0.08068364
Atp6v1g2,0.2051482,0.064949416
Zfp788,0.048744712,0.015432457
Ncl,0.24168855,0.07651801
Efr3b,0.14896296,0.047161315
Coro2b,0.14136179,0.044754796
Oxr1,0.28439257,0.090037994
Atp6ap2,0.21621299,0.06845251
Nrxn1,0.3001576,0.095029175
Kdm6a,0.068799414,0.021781728
Adipor2,0.10992968,0.03480347
Tmem191c,0.10725834,0.03395773
Akap8l,0.1251239,0.039613925
Dhx34,0.031648334,0.010019786
Nedd4,0.2549139,0.08070512
Arl6ip1,0.31580746,0.09998387
Prune2,0.40445948,0.1280509
Tram1,0.13232034,0.0418923
Glmn,0.04304829,0.013628984
Gdap1l1,0.080446936,0.025469305
Manea,0.09539476,0.03020175
Csnk1g2,0.15156896,0.047986366
Ptp4a1,0.12354967,0.039115522
Sf3b1,0.2192712,0.069420725
Efemp1,0.10517689,0.033298746
Smpd4,0.09804973,0.031042306
Gsk3b,0.2636819,0.08348105
Celf1,0.2973023,0.09412519
Egln1,0.19629331,0.062145986
Drosha,0.13881098,0.04394722
Spcs2,0.19683136,0.06231633
Lonp1,0.11233074,0.03556364
Ogfod1,0.103001915,0.032610156
Ntsr2,0.13937029,0.044124298
Crtc3,0.12379895,0.03919445
Zfp580,0.10251602,0.032456324
Rbbp6,0.29567888,0.09361122
1110004E09Rik,0.07985846,0.025282994
Ccdc167,0.07336383,0.023226812
Hmgn2,0.1797185,0.056898437
Rap1b,0.19018345,0.060211617
Ap2a2,0.2499928,0.079147115
A630007B06Rik,0.05004558,0.01584431
Zfp60,0.06913121,0.021886773
Med24,0.13849974,0.04384868
Sycp3,0.10528494,0.033332955
Mrpl49,0.092494875,0.029283654
Bex2,0.3099484,0.098128915
Tm9sf3,0.2573073,0.08146287
Itsn1,0.17138518,0.054260135
Hsd17b4,0.14512223,0.045945346
Ctnnb1,0.30825227,0.09759192
Dhx15,0.21060148,0.06667592
Ppp4c,0.06626422,0.02097909
Nars,0.26349327,0.08342133
Egfl7,0.069914356,0.022134714
Capza2,0.20917307,0.06622369
Smarcd1,0.15927581,0.050426338
H2afv,0.4221996,0.13366736
Ncam2,0.082391806,0.026085047
Cxxc1,0.08417996,0.02665117
Psd3,0.35035408,0.11092125
Srprb,0.11973411,0.03790753
Lamtor5,0.091149725,0.02885778
Grina,0.29390448,0.09304945
Ntan1,0.17648013,0.05587318
Wac,0.23806311,0.07537021
St7l,0.07616076,0.024112312
Ngfrap1,0.1830178,0.05794299
Arglu1,0.20520693,0.06496801
Cpne1,0.08958506,0.028362414
Pop5,0.103204675,0.03267435
Ctbp1,0.26047185,0.082464755
Cplx1,0.5166742,0.16357781
Cyb561d1,0.061969806,0.019619491
Nin,0.13715114,0.043421715
Pdrg1,0.11241407,0.03559002
Hgsnat,0.062176,0.019684771
Ift27,0.12262773,0.038823646
Slc6a9,0.13556194,0.04291858
Nrip3,0.2504093,0.07927898
Edem3,0.12733252,0.040313166
Ccng1,0.20409454,0.06461584
Atp1b3,0.22030249,0.06974723
Cntln,0.07053637,0.022331644
Arhgef17,0.123334266,0.03904733
Rbck1,0.13142185,0.04160784
Ube4b,0.1139159,0.036065497
4931430N09Rik,0.020322645,0.0064341
Dynll1,0.23469995,0.07430543
Rnf13,0.2475851,0.07838484
Rps11,0.25859323,0.08186999
Bzrap1,0.36784425,0.1164586
Ptprs,0.2443762,0.077368915
Abca3,0.06869771,0.02174953
Pcdh18,0.062227525,0.019701082
Snd1,0.07932663,0.025114618
Bach2,0.08084882,0.025596539
Fbxo11,0.15939052,0.050462652
Syt9,0.051270988,0.01623227
Bod1,0.15873547,0.050255265
Map3k4,0.096780114,0.030640349
Stxbp3a,0.10856224,0.03437054
Ywhaz,0.2444337,0.07738712
Hivep1,0.15467352,0.048969258
Scrib,0.22162597,0.070166245
Zfyve20,0.08186612,0.025918616
Pacsin2,0.34129864,0.108054325
Sox10,0.14058831,0.044509917
Atxn2,0.1291596,0.040891618
Aldoc,0.35183236,0.11138927
Ddx3x,0.22732739,0.0719713
Psma2,0.18668607,0.05910436
Pdcd7,0.039827324,0.012609234
Mctp1,0.11470032,0.036313843
Tomm40l,0.1412573,0.04472172
Ntm,0.16041943,0.050788403
Golim4,0.10941927,0.034641873
Dagla,0.12898865,0.040837493
Cxcl14,0.20864135,0.06605534
Arpc2,0.16956744,0.05368464
Chpt1,0.21181166,0.06705906
Zfp157,0.08066367,0.025537921
Phactr2,0.16217482,0.051344156
St6galnac6,0.1573559,0.0498185
Rsrc1,0.10489681,0.033210076
Pfdn5,0.19903973,0.0630155
Hist3h2ba,0.10566145,0.03345216
Sipa1l3,0.08011615,0.02536458
Trappc5,0.061669122,0.019524293
Clk1,0.20576426,0.065144464
Ugp2,0.22481763,0.07117672
Dact3,0.14410649,0.045623768
2900026A02Rik,0.07167173,0.022691095
Icam5,0.16736001,0.052985772
Gramd3,0.054774567,0.017341496
Polr2c,0.11338379,0.035897035
Med15,0.11468836,0.036310054
Sap30,0.040223204,0.012734569
Stx12,0.21278971,0.0673687
Slc27a1,0.056075253,0.01775329
Suds3,0.15028095,0.047578584
Ube2n,0.5576027,0.17653567
Tex261,0.076974176,0.024369838
Omg,0.11539239,0.03653295
Samd14,0.08740449,0.027672049
Cacna1g,0.17811333,0.05639025
Dpp10,0.16111527,0.051008705
Pigyl,0.0837484,0.026514541
Pcnp,0.23754849,0.07520727
Sertad4,0.10693673,0.033855908
Tapt1,0.10978236,0.034756828
Hsp90b1,0.32745242,0.10367064
Bin2,0.039330043,0.012451797
Sp1,0.091314554,0.028909966
Lrrn2,0.07807983,0.024719885
Prpf4,0.08101071,0.025647793
Zfp51,0.027119856,0.00858608
Hbp1,0.13222606,0.04186245
Taldo1,0.19554812,0.061910056
Sec11a,0.12326603,0.039025724
Cnrip1,0.27695352,0.08768281
Pias2,0.1695393,0.053675734
Capzb,0.3207297,0.10154225
Brf1,0.06829418,0.021621773
Ppp5c,0.2961919,0.09377363
Tram1l1,0.083993755,0.026592221
Kdm4b,0.08000489,0.025329355
Rac1,0.28823808,0.09125548
Lman1,0.13366555,0.042318188
Dcaf6,0.12586196,0.039847594
Psmd11,0.09672039,0.03062144
Zfp629,0.095031254,0.030086663
Tmem9,0.11702353,0.037049364
Larp4,0.09305578,0.029461233
Fryl,0.15892926,0.05031662
Sco1,0.06170483,0.0195356
Ccs,0.09054651,0.028666805
Ppt1,0.4164093,0.13183418
Tmem260,0.107611045,0.034069397
Cdkal1,0.085378826,0.027030729
Hcn2,0.18167177,0.05751684
Phyhip,0.07961991,0.02520747
Map3k12,0.07882855,0.024956927
Mrrf,0.061856154,0.019583507
Pip4k2c,0.17836827,0.056470964
Dnajb4,0.16862306,0.053385653
Klhdc2,0.19884177,0.06295282
Atxn10,0.26074436,0.08255103
Fkbp8,0.14805093,0.046872567
Psmc3,0.23561814,0.07459614
Nle1,0.06525474,0.020659491
Ncoa4,0.17635716,0.055834252
Col5a1,0.06236302,0.01974398
Aldh3b1,0.043330863,0.013718446
Klhl1,0.06128143,0.019401554
Srp68,0.117414795,0.037173238
Eef1g,0.26935506,0.085277155
Fn1,0.36695346,0.11617658
Fam134a,0.25702462,0.081373364
Osbpl8,0.2289806,0.0724947
Bai3,0.13692237,0.04334929
Ift57,0.13302162,0.042114325
Brd2,0.28039867,0.08877353
Chmp7,0.11048724,0.03497999
Rab3b,0.43737116,0.13847065
Ube2v2,0.17088892,0.054103017
Akirin1,0.1395291,0.04417457
Ric8,0.08748632,0.027697956
Ndufaf1,0.070015274,0.022166666
Stxbp5,0.21766798,0.068913154
Dym,0.113873735,0.03605215
Ndel1,0.15660098,0.04957949
Dstn,0.16306959,0.051627435
Atg2b,0.077961676,0.024682477
Glud1,0.31228238,0.09886784
Foxj3,0.1168981,0.037009656
Pik3ip1,0.10244033,0.03243236
Tmem127,0.17058805,0.054007765
Muc15,0.027159767,0.008598717
Opa1,0.21574417,0.06830408
Nus1,0.15580468,0.049327385
Lims1,0.15311709,0.0484765
Snrnp200,0.29968107,0.0948783
R3hdm1,0.27133343,0.0859035
Scaf11,0.14217843,0.04501335
Tox3,0.06242725,0.019764315
Prr7,0.061689965,0.019530892
Tcf20,0.21158583,0.06698756
Rnf139,0.12651159,0.040053263
Alkbh5,0.10342634,0.032744527
Paf1,0.096183345,0.030451415
Gfpt1,0.21653493,0.06855444
Tmed7,0.3565928,0.11289641
Golgb1,0.18300962,0.057940405
Grlf1,0.2409894,0.07629666
Cep68,0.07538445,0.023866534
2410015M20Rik,0.14303143,0.045283407
Uap1,0.09089081,0.02877581
Slc6a1,0.361467,0.11443957
Nptn,0.27365556,0.08663869
Zfp512,0.3218701,0.10190329
Mt1,0.33111697,0.104830824
Cnot3,0.049940266,0.015810966
Ccdc43,0.08607471,0.027251044
Eps15,0.18759681,0.059392694
Copz1,0.14264353,0.045160595
Cep164,0.047466435,0.015027759
Llgl1,0.08297246,0.026268879
Sart3,0.0953898,0.030200178
Sfxn3,0.11903964,0.03768766
Samhd1,0.09093378,0.028789414
Rgs7,0.121533334,0.03847716
Pcdh10,0.24152544,0.07646637
Aebp2,0.43054715,0.13631018
Dars,0.3208838,0.10159103
Rere,0.19260074,0.06097693
Ppp1cb,0.22985114,0.072770305
Akap9,0.21501882,0.068074435
Epha4,0.15508515,0.049099583
Ywhab,0.3724284,0.11790992
Drg2,0.09971771,0.031570382
Ubxn1,0.15130997,0.047904365
Rpn1,0.307715,0.097421825
Dr1,0.2047352,0.064818665
Slc4a8,0.10085007,0.031928886
Map1lc3b,0.26669535,0.084435105
Cyp2s1,0.021718774,0.006876111
Gria3,0.19922024,0.06307265
Wnk2,0.1258907,0.03985669
Sox18,0.024326874,0.0077018295
Dgcr8,0.06701114,0.021215566
Cox8a,0.31157643,0.09864434
Sept8,0.189606,0.0600288
Mgrn1,0.14224623,0.045034807
Ubald1,0.16469826,0.052143067
Fam114a2,0.11917697,0.03773114
Dido1,0.18282169,0.057880905
Htt,0.097728014,0.030940453
Edf1,0.19233029,0.0608913
Dhx30,0.21584474,0.06833592
Rabl6,0.17186603,0.05441237
Zc3h15,0.1575548,0.04988147
Aldh7a1,0.12309396,0.038971253
Pde4dip,0.22534381,0.0713433
Spryd7,0.056412514,0.017860064
Nudt1,0.005551843,0.0017576999
Prkcz,0.20145996,0.06378173
Pan3,0.13524817,0.04281924
Zrsr2,0.10118231,0.032034073
Kdelr2,0.10248723,0.032447204
Rapgef2,0.27322477,0.086502306
Mbtps2,0.07946763,0.025159258
Mmab,0.058058303,0.018381117
Cdc37l1,0.124870315,0.039533637
Srp9,0.15167685,0.048020523
Nhsl1,0.1066338,0.033760004
Pcyt1b,0.100609,0.031852566
Timm10,0.102946565,0.032592632
Fndc1,0.06887718,0.021806348
Atp1a1,0.26885572,0.08511906
Pus10,0.069910884,0.022133617
Bend7,0.04037766,0.01278347
Vcp,0.28948808,0.09165122
Erc2,0.1796185,0.05686678
Zfp3,0.05946528,0.018826565
Kdm5b,0.2840779,0.08993837
Prrc2b,0.31993324,0.10129009
Cep170b,0.09804494,0.031040788
Pgrmc2,0.15477268,0.049000658
Casc3,0.099997595,0.031658992
Mtif3,0.053873654,0.01705627
Rbm17,0.12981354,0.04109865
Zdhhc3,0.12911882,0.040878706
Kat7,0.14414312,0.045635357
Mtpap,0.103309646,0.032707583
Mtx3,0.0843528,0.02670589
Pcsk1n,0.39787745,0.12596704
Otud6b,0.16481844,0.052181117
Rpl9,0.13844289,0.043830685
Mrps14,0.14205213,0.04497336
Sp9,0.2539496,0.08039983
Dctn3,0.17328501,0.054861613
Ccdc59,0.07194473,0.022777526
Cnst,0.105797894,0.03349536
Sympk,0.098617785,0.031222153
Rpl18,0.22147658,0.07011895
Ppp3r1,0.22932723,0.07260445
Lage3,0.09694671,0.030693093
Slc25a4,0.3676618,0.11640084
Sec31a,0.13401906,0.04243011
8430429K09Rik,0.055814188,0.017670637
Apmap,0.10818124,0.03424992
Pknox1,0.10285232,0.032562796
Ilk,0.5501334,0.17417091
Ndufa3,0.1994806,0.06315507
Terf2ip,0.1695052,0.05366493
Apod,0.73420906,0.2324488
Atrnl1,0.20898308,0.06616353
Npas2,0.06392507,0.020238522
Eif3e,0.16327398,0.051692143
Clasp2,0.2691207,0.085202955
Gorab,0.056671135,0.017941944
Sdr39u1,0.08372421,0.02650688
Agap3,0.16512641,0.052278623
Srsf3,0.26233497,0.08305462
Eral1,0.03297937,0.010441189
Hmgcs1,0.3753605,0.11883822
Fbxo33,0.12834546,0.04063386
Slc25a46,0.16879632,0.053440504
H1fx,0.0955879,0.030262899
D19Bwg1357e,0.07665813,0.024269776
Zfr,0.24717197,0.078254044
Trip12,0.21819793,0.069080934
Scrn2,0.037099995,0.011745769
Spry2,0.1205865,0.038177393
Hexim1,0.19904862,0.063018315
Adprh,0.21250825,0.06727959
Cep128,0.052659556,0.016671889
Rufy1,0.1017828,0.032224186
Prkar1a,0.46410495,0.1469345
Gpsm1,0.25750932,0.08152683
Sugp2,0.11175429,0.03538114
Pabpn1,0.28340948,0.08972675
Blcap,0.17744063,0.056177273
Tbrg1,0.14004141,0.044336773
Ano6,0.074009016,0.023431076
Szt2,0.06449336,0.020418439
BC030336,0.17929545,0.056764502
Styx,0.0480439,0.015210582
Rusc1,0.12849534,0.040681314
Mvk,0.07003161,0.022171838
Golga7,0.23346278,0.073913746
Commd8,0.14664607,0.04642779
Arih1,0.29038584,0.09193545
Smarca5-ps,0.06330211,0.020041294
Rbm33,0.117758974,0.037282202
Nefl,0.1224423,0.038764935
Senp5,0.09884163,0.03129302
Rspo3,0.09215799,0.029176995
Tspyl4,0.21844712,0.06915983
Sp8,0.33698168,0.10668758
Ten1,0.074356936,0.023541225
Sec14l1,0.25531378,0.08083173
Hist1h2bk,0.028735891,0.009097714
Pelo,0.032449953,0.010273577
Celsr3,0.122823805,0.03888572
Hdac2,0.2148647,0.06802565
Npat,0.10167659,0.03219056
Traf3,0.11255987,0.035636183
Sema3a,0.080002815,0.025328696
Id3,0.27016428,0.08553336
Pfkp,0.20988032,0.0664476
Catsperd,0.018958354,0.0060021696
Fbxl2,0.087194264,0.027605493
3110040N11Rik,0.02638291,0.008352765
LOC106740,0.060199335,0.019058963
Fasn,0.23420224,0.07414786
Mgat4a,0.07245138,0.022937931
Rnf214,0.14738488,0.046661694
Whrn,0.08863696,0.028062247
Rptor,0.15706879,0.049727596
Cx3cl1,0.30589417,0.09684535
Ino80d,0.20933858,0.06627609
G2e3,0.04655674,0.014739752
Trafd1,0.12965026,0.041046962
Txnl1,0.356361,0.11282303
Plekhh2,0.05745034,0.018188637
Acad8,0.10519837,0.033305548
Mrps6,0.13375907,0.042347793
B9d1,0.05165842,0.016354932
Rprd2,0.20903623,0.06618036
Pde4d,0.18989728,0.06012102
Wbp5,0.2520454,0.079796955
Ndufb6,0.23718008,0.07509064
Tlk1,0.14642307,0.04635719
Emc4,0.10501842,0.03324858
